,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,0.125,0.0,0.4444444444444444,0.5,1.0,0.6666666666666666,0.375,0.625,0.8888888888888888,0.0,0.875,0.15625,0.03,0.0625,0.0,0.625,0.7272727272727273,0.0,0.625,0.25,0.0,0.2222222222222222,0.0,0.0,0.0,0.047058823529411764
2016greenironhack-lheston,0.5,0.0,0.1111111111111111,0.2857142857142857,0.25,0.16666666666666666,0.6666666666666666,0.4,0.2222222222222222,0.0,0.2857142857142857,0.06896551724137931,0.021052631578947368,0.1,0.0,0.4,0.18181818181818182,0.0,0.4,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.011764705882352941
2016greenironhack-dengc,0.07142857142857142,0.0,0.5238095238095238,0.3125,0.5714285714285714,0.7333333333333333,0.21428571428571427,0.35714285714285715,0.6428571428571429,0.0,0.5,0.16216216216216217,0.02830188679245283,0.045454545454545456,0.0,0.35714285714285715,0.7857142857142857,0.0,0.35714285714285715,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.0,0.08235294117647059
2016greenironhack-lostkuma,0.029411764705882353,0.0,0.23809523809523808,0.20588235294117646,0.23529411764705882,0.2777777777777778,0.08823529411764706,0.14705882352941177,0.2647058823529412,0.0,0.20588235294117646,0.8529411764705882,0.2169811320754717,0.075,0.0,0.14705882352941177,0.2857142857142857,0.0,0.14705882352941177,0.058823529411764705,0.0,0.2972972972972973,0.0,0.0,0.0,0.2
2016greenironhack-crloflin,0.1111111111111111,0.0,0.5,0.45454545454545453,0.8888888888888888,0.75,0.3333333333333333,0.5555555555555556,1.0,0.0,0.7777777777777778,0.15151515151515152,0.0297029702970297,0.058823529411764705,0.0,0.5555555555555556,0.8181818181818182,0.0,0.5555555555555556,0.2222222222222222,0.0,0.21052631578947367,0.0,0.0,0.0,0.052941176470588235
2016greenironhack-meetalivaidya,0.00684931506849315,0.0,0.07894736842105263,0.033783783783783786,0.0547945205479452,0.0821917808219178,0.02054794520547945,0.03424657534246575,0.06164383561643835,0.0,0.04794520547945205,0.18243243243243243,0.6506849315068494,0.026490066225165563,0.0,0.03424657534246575,0.07534246575342465,0.0,0.03424657534246575,0.0136986301369863,0.0,0.0738255033557047,0.0,0.0,0.0,0.6544502617801047
2016greenironhack-sabrina-hsu,0.25,0.0,0.2222222222222222,0.5714285714285714,0.5,0.3333333333333333,0.75,0.8,0.4444444444444444,0.0,0.5714285714285714,0.13793103448275862,0.03125,0.08333333333333333,0.0,0.8,0.36363636363636365,0.0,0.8,0.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.023529411764705882
2016greenironhack-aterriqu,0.1,0.0,0.5555555555555556,0.4166666666666667,0.8,0.8333333333333334,0.3,0.5,0.9,0.0,0.7,0.14705882352941177,0.029411764705882353,0.05555555555555555,0.0,0.5,0.9090909090909091,0.0,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.058823529411764705
2016greenironhack-prachitamane,0.022222222222222223,0.0,0.26,0.10638297872340426,0.17777777777777778,0.26666666666666666,0.06666666666666667,0.1111111111111111,0.2,0.0,0.15555555555555556,0.4230769230769231,0.308411214953271,0.038461538461538464,0.0,0.1111111111111111,0.24444444444444444,0.0,0.1111111111111111,0.044444444444444446,0.0,0.18,0.0,0.0,0.0,0.2647058823529412
2016greenironhack-mgogte,0.25,0.0,0.2222222222222222,0.5714285714285714,0.5,0.3333333333333333,0.75,0.8,0.4444444444444444,0.0,0.5714285714285714,0.13793103448275862,0.03125,0.08333333333333333,0.0,0.8,0.36363636363636365,0.0,0.8,0.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.023529411764705882
2016greenironhack-Christyyy,0.5,0.0,0.1111111111111111,0.2857142857142857,0.25,0.16666666666666666,0.6666666666666666,0.4,0.2222222222222222,0.0,0.2857142857142857,0.06896551724137931,0.021052631578947368,0.1,0.0,0.4,0.18181818181818182,0.0,0.4,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.011764705882352941
2016greenironhack-pmittal115,0.2,0.0,0.15,0.5,0.3,0.21428571428571427,0.6,0.42857142857142855,0.2727272727272727,0.0,0.3333333333333333,0.1724137931034483,0.030927835051546393,0.16666666666666666,0.0,0.42857142857142855,0.23076923076923078,0.0,0.42857142857142855,0.4,0.0,0.1875,0.0,0.0,0.0,0.029411764705882353
2016greenironhack-ankitbatheja,0.05,0.0,0.9,0.22727272727272727,0.4,0.6,0.15,0.25,0.45,0.0,0.35,0.13953488372093023,0.045454545454545456,0.11538461538461539,0.0,0.25,0.55,0.0,0.25,0.1,0.0,0.1724137931034483,0.0,0.0,0.0,0.11764705882352941
2016greenironhack-patrickherrod,0.001851851851851852,0.0,0.012704174228675136,0.012962962962962963,0.012939001848428836,0.012844036697247707,0.005555555555555556,0.009259259259259259,0.012915129151291513,0.0,0.012962962962962963,0.053703703703703705,0.17592592592592593,0.016666666666666666,0.0,0.009259259259259259,0.012867647058823529,0.0,0.009259259259259259,0.003703703703703704,0.0,0.020257826887661142,0.0,0.0,0.0,0.2478031634446397
2016greenironhack-pjt90,0.5,0.0,0.1111111111111111,0.2857142857142857,0.25,0.16666666666666666,0.6666666666666666,0.4,0.2222222222222222,0.0,0.2857142857142857,0.06896551724137931,0.021052631578947368,0.1,0.0,0.4,0.18181818181818182,0.0,0.4,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.011764705882352941
