,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lheston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-dengc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lostkuma,0.375,0.6666666666666666,0.25,1.0,0.5,0.6,0.75,0.6,0.13636363636363635,0.0,0.75,0.5,0.15,0.006666666666666667,0.6666666666666666,0.5,0.21428571428571427,0.5,0.6,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-crloflin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-meetalivaidya,0.32,0.08,0.4230769230769231,0.12,0.24,0.2,0.16,0.2,0.88,0.0,0.16,0.24,0.36363636363636365,0.04856512141280353,0.08,0.24,0.39285714285714285,0.07692307692307693,0.2,0.0,0.22340425531914893,0.16,0.0,0.0,0.2692307692307692,0.021645021645021644
2016greenironhack-sabrina-hsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-aterriqu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-prachitamane,0.625,0.4,0.4166666666666667,0.6,0.8333333333333334,1.0,0.8,1.0,0.22727272727272727,0.0,0.8,0.8333333333333334,0.25,0.011111111111111112,0.4,0.8333333333333334,0.35714285714285715,0.3333333333333333,1.0,0.0,0.05555555555555555,0.8,0.0,0.0,0.625,0.004329004329004329
2016greenironhack-mgogte,0.5,0.5,0.3333333333333333,0.75,0.6666666666666666,0.8,1.0,0.8,0.18181818181818182,0.0,1.0,0.6666666666666666,0.2,0.008888888888888889,0.5,0.6666666666666666,0.2857142857142857,0.4,0.8,0.0,0.044444444444444446,1.0,0.0,0.0,0.5,0.003463203463203463
2016greenironhack-Christyyy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pmittal115,0.375,0.6666666666666666,0.25,1.0,0.5,0.6,0.75,0.6,0.13636363636363635,0.0,0.75,0.5,0.15,0.006666666666666667,0.6666666666666666,0.5,0.21428571428571427,0.5,0.6,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ankitbatheja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-patrickherrod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pjt90,0.25,1.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.5,0.4,0.09090909090909091,0.0,0.5,0.3333333333333333,0.1,0.0044444444444444444,1.0,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.4,0.0,0.022222222222222223,0.5,0.0,0.0,0.25,0.0017316017316017316
2016greenironhack-cgrieger12,0.32,0.08,0.48,0.12,0.24,0.2,0.16,0.2,0.20512820512820512,0.0,0.16,0.24,0.6666666666666666,0.017130620985010708,0.08,0.24,0.56,0.07692307692307693,0.2,0.0,0.07476635514018691,0.16,0.0,0.0,0.32,0.020761245674740483
2016greenironhack-wluan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-MegamindHenry,0.5,0.5,0.3333333333333333,0.75,0.6666666666666666,0.8,1.0,0.8,0.18181818181818182,0.0,1.0,0.6666666666666666,0.2,0.008888888888888889,0.5,0.6666666666666666,0.2857142857142857,0.4,0.8,0.0,0.044444444444444446,1.0,0.0,0.0,0.5,0.003463203463203463
2016greenironhack-abelal16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-jeffkeilmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-ishwetasingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-huayifang,0.375,0.6666666666666666,0.25,1.0,0.5,0.6,0.75,0.6,0.13636363636363635,0.0,0.75,0.5,0.15,0.006666666666666667,0.6666666666666666,0.5,0.21428571428571427,0.5,0.6,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ccand93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-shiboo18,0.21428571428571427,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.25,0.2727272727272727,0.3,0.2727272727272727,0.4090909090909091,0.0,0.3,0.25,0.16,0.02,0.2222222222222222,0.25,0.15,0.2,0.2727272727272727,0.0,0.1,0.3,0.0,0.0,0.21428571428571427,0.007792207792207792
2016greenironhack-tanmayee123,0.625,0.4,0.4166666666666667,0.6,0.8333333333333334,1.0,0.8,1.0,0.22727272727272727,0.0,0.8,0.8333333333333334,0.25,0.011111111111111112,0.4,0.8333333333333334,0.35714285714285715,0.3333333333333333,1.0,0.0,0.05555555555555555,0.8,0.0,0.0,0.625,0.004329004329004329
2016greenironhack-sauravn,0.23076923076923078,0.25,0.25,0.375,0.2727272727272727,0.3,0.3333333333333333,0.3,0.25,0.0,0.3333333333333333,0.2727272727272727,0.16666666666666666,0.01327433628318584,0.25,0.2727272727272727,0.15789473684210525,0.2222222222222222,0.3,0.0,0.07692307692307693,0.3333333333333333,0.0,0.0,0.3333333333333333,0.006926406926406926
