,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lheston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-dengc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lostkuma,0.2222222222222222,0.25,0.15384615384615385,0.0,0.5,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.041666666666666664,0.0,0.4,0.2857142857142857,0.09523809523809523,0.004434589800443459,0.25,0.2857142857142857,0.13333333333333333,0.2,0.3333333333333333,0.0,0.02197802197802198,0.4,0.0,0.0,0.2222222222222222,0.0025974025974025974
2016greenironhack-crloflin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-meetalivaidya,0.06451612903225806,0.038461538461538464,0.15625,0.12,0.14814814814814814,0.15384615384615385,0.07407407407407407,0.07142857142857142,0.6206896551724138,0.0,0.16,0.10714285714285714,0.07142857142857142,0.03711790393013101,0.038461538461538464,0.14814814814814814,0.11428571428571428,0.07692307692307693,0.2,0.0,0.17346938775510204,0.07407407407407407,0.0,0.0,0.1,0.017241379310344827
2016greenironhack-sabrina-hsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-aterriqu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-prachitamane,0.3,0.4,0.4166666666666667,0.0,0.5714285714285714,0.25,0.5,0.42857142857142855,0.17391304347826086,0.0,0.5,0.375,0.13636363636363635,0.00663716814159292,0.4,0.375,0.35714285714285715,0.14285714285714285,0.42857142857142855,0.0,0.05555555555555555,0.5,0.0,0.0,0.4444444444444444,0.004329004329004329
2016greenironhack-mgogte,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.2857142857142857,0.6,0.5,0.13043478260869565,0.0,0.6,0.6666666666666666,0.14285714285714285,0.004424778761061947,0.5,0.42857142857142855,0.2857142857142857,0.4,0.5,0.0,0.03296703296703297,0.6,0.0,0.0,0.3333333333333333,0.003463203463203463
2016greenironhack-Christyyy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pmittal115,0.375,0.6666666666666666,0.25,0.0,0.5,0.14285714285714285,0.4,0.6,0.08695652173913043,0.0,0.4,0.5,0.15,0.004434589800443459,0.6666666666666666,0.2857142857142857,0.21428571428571427,0.2,0.3333333333333333,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ankitbatheja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-patrickherrod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pjt90,0.25,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.4,0.09090909090909091,0.0,0.2,0.3333333333333333,0.1,0.0022172949002217295,1.0,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.0,0.022222222222222223,0.5,0.0,0.0,0.25,0.0017316017316017316
2016greenironhack-cgrieger12,0.2692307692307692,0.08,0.4230769230769231,0.037037037037037035,0.19230769230769232,0.1111111111111111,0.16,0.2,0.11904761904761904,0.0,0.16,0.14814814814814814,0.3235294117647059,0.006355932203389831,0.08,0.14814814814814814,0.3448275862068966,0.07692307692307693,0.15384615384615385,0.0,0.045454545454545456,0.16,0.0,0.0,0.32,0.008547008547008548
2016greenironhack-wluan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-MegamindHenry,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.2857142857142857,0.6,0.5,0.13043478260869565,0.0,0.6,0.6666666666666666,0.14285714285714285,0.004424778761061947,0.5,0.42857142857142855,0.2857142857142857,0.4,0.5,0.0,0.03296703296703297,0.6,0.0,0.0,0.3333333333333333,0.003463203463203463
2016greenironhack-abelal16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-jeffkeilmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-ishwetasingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-huayifang,0.375,0.6666666666666666,0.25,0.0,0.5,0.14285714285714285,0.4,0.6,0.08695652173913043,0.0,0.4,0.5,0.15,0.004434589800443459,0.6666666666666666,0.2857142857142857,0.21428571428571427,0.2,0.3333333333333333,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ccand93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-shiboo18,0.13333333333333333,0.1,0.10526315789473684,0.0,0.15384615384615385,0.07692307692307693,0.08333333333333333,0.16666666666666666,0.34782608695652173,0.0,0.18181818181818182,0.15384615384615385,0.11538461538461539,0.017738359201773836,0.1,0.15384615384615385,0.15,0.09090909090909091,0.16666666666666666,0.0,0.08791208791208792,0.18181818181818182,0.0,0.0,0.13333333333333333,0.007792207792207792
2016greenironhack-tanmayee123,0.625,0.4,0.4166666666666667,0.0,0.375,0.1111111111111111,0.2857142857142857,1.0,0.08,0.0,0.2857142857142857,0.375,0.25,0.004415011037527594,0.4,0.2222222222222222,0.35714285714285715,0.14285714285714285,0.25,0.0,0.03260869565217391,0.8,0.0,0.0,0.625,0.0034602076124567475
2016greenironhack-sauravn,0.23076923076923078,0.25,0.25,0.0,0.2727272727272727,0.08333333333333333,0.2,0.3,0.2,0.0,0.2,0.2727272727272727,0.16666666666666666,0.011037527593818985,0.25,0.16666666666666666,0.15789473684210525,0.1,0.18181818181818182,0.0,0.06521739130434782,0.3333333333333333,0.0,0.0,0.3333333333333333,0.006926406926406926
