,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lheston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-dengc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-lostkuma,0.2222222222222222,0.25,0.14285714285714285,0.0,0.5,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.023809523809523808,0.0,0.4,0.2857142857142857,0.09523809523809523,0.004434589800443459,0.25,0.2857142857142857,0.13333333333333333,0.07692307692307693,0.3333333333333333,0.0,0.02197802197802198,0.4,0.0,0.0,0.2222222222222222,0.0025974025974025974
2016greenironhack-crloflin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-meetalivaidya,0.013245033112582781,0.00684931506849315,0.032679738562091505,0.14482758620689656,0.027210884353741496,0.0273972602739726,0.013605442176870748,0.013513513513513514,0.24161073825503357,0.0,0.027586206896551724,0.02027027027027027,0.024844720496894408,0.29347826086956524,0.00684931506849315,0.027210884353741496,0.025806451612903226,0.012987012987012988,0.034482758620689655,0.0,0.23036649214659685,0.013605442176870748,0.0,0.0,0.02,0.11876075731497418
2016greenironhack-sabrina-hsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-aterriqu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-prachitamane,0.3,0.4,0.38461538461538464,0.0,0.5714285714285714,0.25,0.5,0.42857142857142855,0.0975609756097561,0.0,0.5,0.375,0.13636363636363635,0.00663716814159292,0.4,0.375,0.35714285714285715,0.06666666666666667,0.42857142857142855,0.0,0.05555555555555555,0.5,0.0,0.0,0.4444444444444444,0.004329004329004329
2016greenironhack-mgogte,0.3333333333333333,0.5,0.3076923076923077,0.041666666666666664,0.6666666666666666,0.2857142857142857,0.6,0.5,0.07317073170731707,0.0,0.6,0.6666666666666666,0.14285714285714285,0.004424778761061947,0.5,0.42857142857142855,0.2857142857142857,0.15384615384615385,0.5,0.0,0.03296703296703297,0.6,0.0,0.0,0.3333333333333333,0.003463203463203463
2016greenironhack-Christyyy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pmittal115,0.375,0.6666666666666666,0.23076923076923078,0.0,0.5,0.14285714285714285,0.4,0.6,0.04878048780487805,0.0,0.4,0.5,0.15,0.004434589800443459,0.6666666666666666,0.2857142857142857,0.21428571428571427,0.07692307692307693,0.3333333333333333,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ankitbatheja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-patrickherrod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-pjt90,0.25,0.3333333333333333,0.15384615384615385,0.0,0.3333333333333333,0.0,0.5,0.4,0.05,0.0,0.2,0.3333333333333333,0.1,0.0022172949002217295,1.0,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.0,0.022222222222222223,0.5,0.0,0.0,0.25,0.0017316017316017316
2016greenironhack-cgrieger12,0.25,0.07407407407407407,0.42857142857142855,0.02127659574468085,0.17857142857142858,0.10344827586206896,0.14814814814814814,0.18518518518518517,0.08064516129032258,0.0,0.14814814814814814,0.13793103448275862,0.3055555555555556,0.006329113924050633,0.07407407407407407,0.13793103448275862,0.3225806451612903,0.08571428571428572,0.14285714285714285,0.0,0.044642857142857144,0.14814814814814814,0.0,0.0,0.2962962962962963,0.009393680614859094
2016greenironhack-wluan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-MegamindHenry,0.1111111111111111,0.09090909090909091,0.12903225806451613,0.7916666666666666,0.16666666666666666,0.08,0.13043478260869565,0.125,0.5121951219512195,0.0,0.13043478260869565,0.16666666666666666,0.10526315789473684,0.039647577092511016,0.09090909090909091,0.12,0.125,0.06451612903225806,0.125,0.0,0.19148936170212766,0.13043478260869565,0.0,0.0,0.1111111111111111,0.01728608470181504
2016greenironhack-abelal16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-jeffkeilmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-ishwetasingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-huayifang,0.375,0.6666666666666666,0.23076923076923078,0.0,0.5,0.14285714285714285,0.4,0.6,0.04878048780487805,0.0,0.4,0.5,0.15,0.004434589800443459,0.6666666666666666,0.2857142857142857,0.21428571428571427,0.07692307692307693,0.3333333333333333,0.0,0.03333333333333333,0.75,0.0,0.0,0.375,0.0025974025974025974
2016greenironhack-ccand93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
2016greenironhack-shiboo18,0.13333333333333333,0.1,0.1,0.25,0.15384615384615385,0.07692307692307693,0.08333333333333333,0.16666666666666666,0.1951219512195122,0.0,0.18181818181818182,0.15384615384615385,0.11538461538461539,0.017738359201773836,0.1,0.15384615384615385,0.15,0.05263157894736842,0.16666666666666666,0.0,0.08791208791208792,0.18181818181818182,0.0,0.0,0.13333333333333333,0.007792207792207792
2016greenironhack-tanmayee123,0.625,0.4,0.38461538461538464,0.0,0.375,0.1111111111111111,0.2857142857142857,1.0,0.046511627906976744,0.0,0.2857142857142857,0.375,0.25,0.004415011037527594,0.4,0.2222222222222222,0.35714285714285715,0.06666666666666667,0.25,0.0,0.03260869565217391,0.8,0.0,0.0,0.625,0.0034602076124567475
2016greenironhack-sauravn,0.2,0.2,0.2777777777777778,0.10714285714285714,0.23076923076923078,0.07142857142857142,0.16666666666666666,0.25,0.1111111111111111,0.0,0.16666666666666666,0.23076923076923078,0.15384615384615385,0.01098901098901099,0.2,0.14285714285714285,0.14285714285714285,0.10526315789473684,0.15384615384615385,0.0,0.06382978723404255,0.2727272727272727,0.0,0.0,0.2857142857142857,0.007785467128027681
