,2016greenironhack-ankitbatheja,2016greenironhack-taycurt17,2016greenironhack-crloflin,2016greenironhack-pjt90,2016greenironhack-tanmayee123,2016greenironhack-shiboo18,2016greenironhack-prachitamane,2016greenironhack-sabrina-hsu,2016greenironhack-cgrieger12,2016greenironhack-lheston,2016greenironhack-sauravn,2016greenironhack-lostkuma,2016greenironhack-abelal16,2016greenironhack-dengc,2016greenironhack-ishwetasingh,2016greenironhack-jeffkeilmann,2016greenironhack-huayifang,2016greenironhack-patrickherrod,2016greenironhack-MegamindHenry,2016greenironhack-mgogte,2016greenironhack-pmittal115,2016greenironhack-aterriqu,2016greenironhack-ccand93,2016greenironhack-Christyyy,2016greenironhack-wluan,2016greenironhack-meetalivaidya
2016greenironhack-ankitbatheja,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-taycurt17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-crloflin,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-pjt90,0.2697841726618705,0.6216216216216216,0.22007722007722008,0.5222929936305732,0.491869918699187,0.0,0.3385416666666667,0.524904214559387,0.20622568093385213,0.04743083003952569,0.000990925006952142,0.3629032258064516,0.18359375,0.23734177215189872,0.014950581759039159,0.0,0.4090909090909091,0.003875707737934753,0.27975460122699386,0.0,0.5136186770428015,0.35546875,0.0,0.15294117647058825,0.6594202898550725,0.5907335907335908
2016greenironhack-tanmayee123,0.05086848635235732,0.24550898203592814,0.6507936507936508,0.08137044967880086,0.08523908523908524,0.0,0.07915057915057915,0.273972602739726,0.7192982456140351,0.2926829268292683,0.00016058468492109807,0.06565656565656566,0.75,0.04456521739130435,0.002566992236413724,0.0,0.3333333333333333,0.0006911549029854521,0.04791929382093316,0.0,0.3014705882352941,0.43617021276595747,0.0,0.7083333333333334,0.2,0.2578616352201258
2016greenironhack-shiboo18,0.5245700245700246,0.36818181818181817,0.136986301369863,0.3124087591240876,0.32946298984034833,0.0,0.8291746641074856,0.3004484304932735,0.11564625850340136,0.027586206896551724,0.0017037643400165286,0.34073107049608353,0.10983981693363844,0.30288461538461536,0.027235161532682194,0.0,0.2505643340857788,0.007332984946309064,0.3373362445414847,0.0,0.2918552036199095,0.19954648526077098,0.0,0.09174311926605505,0.3559322033898305,0.3561643835616438
2016greenironhack-prachitamane,0.04460966542750929,0.21428571428571427,0.5873015873015873,0.0728051391862955,0.07692307692307693,0.0,0.07142857142857142,0.2465753424657534,0.6206896551724138,0.32432432432432434,0.00014491788639221047,0.05714285714285714,0.7058823529411765,0.03908794788273615,0.0023165539694465316,0.0,0.2892561983471074,0.000623725156352725,0.04287515762925599,0.0,0.27205882352941174,0.37894736842105264,0.0,0.7333333333333333,0.18048780487804877,0.23270440251572327
2016greenironhack-sabrina-hsu,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-cgrieger12,0.6002252252252253,0.27154471544715447,0.10064935064935066,0.6448170731707317,0.7341772151898734,0.0,0.28312570781426954,0.216,0.08038585209003216,0.01951219512195122,0.0024048441551320315,0.8771384136858476,0.07605177993527508,0.6469957081545065,0.03746559919939955,0.0,0.19349593495934958,0.010214056969492668,0.7281672816728167,0.0,0.20545746388443017,0.13804173354735153,0.0,0.06666666666666667,0.32901134521880065,0.24838709677419354
2016greenironhack-lheston,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-sauravn,0.6141439205955335,0.324,0.11823647294589178,0.7217235188509874,0.7366548042704626,0.0,0.4492131616595136,0.2648221343873518,0.09306930693069307,0.024242424242424242,0.0019387663179498426,0.7145110410094637,0.09,0.5380434782608695,0.030991735537190084,0.0,0.23790322580645162,0.00834443114579997,0.5594660194174758,0.0,0.24703557312252963,0.16633663366336635,0.0,0.08064516129032258,0.37524557956778,0.30278884462151395
2016greenironhack-lostkuma,0.08436724565756824,0.40718562874251496,0.6794871794871795,0.14408602150537633,0.14137214137214138,0.0,0.13127413127413126,0.4689655172413793,0.524390243902439,0.17647058823529413,0.0002663355749910895,0.11486486486486487,0.5945945945945946,0.07391304347826087,0.004257450538442274,0.0,0.5714285714285714,0.0011463056927563595,0.08470290771175727,0.0,0.5,0.7052631578947368,0.0,0.47297297297297297,0.33170731707317075,0.41875
2016greenironhack-abelal16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-dengc,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-ishwetasingh,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-jeffkeilmann,0.03225806451612903,0.15568862275449102,0.4126984126984127,0.05603448275862069,0.05405405405405406,0.0,0.05019305019305019,0.1793103448275862,0.45614035087719296,0.35714285714285715,0.00010183419043776952,0.04391891891891892,0.35714285714285715,0.02826086956521739,0.0016278487352867517,0.0,0.2184873949579832,0.00043829335311272566,0.03291139240506329,0.0,0.19117647058823528,0.2631578947368421,0.0,0.425531914893617,0.12682926829268293,0.15625
2016greenironhack-huayifang,0.05955334987593052,0.27976190476190477,0.734375,0.1010752688172043,0.0997920997920998,0.0,0.09266409266409266,0.3310344827586207,0.5909090909090909,0.25,0.00018800158234665143,0.08108108108108109,0.8148148148148148,0.05217391304347826,0.003005259203606311,0.0,0.40336134453781514,0.0008091569595927243,0.05941845764854614,0.0,0.35294117647058826,0.4489795918367347,0.0,0.7450980392156863,0.23414634146341465,0.2857142857142857
2016greenironhack-patrickherrod,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-MegamindHenry,0.04094292803970223,0.19760479041916168,0.5238095238095238,0.06652360515021459,0.06860706860706861,0.0,0.0637065637065637,0.22758620689655173,0.5789473684210527,0.36363636363636365,0.00012925108786332286,0.05396290050590219,0.66,0.035869565217391305,0.002066115702479339,0.0,0.2773109243697479,0.000556295409719998,0.039141414141414144,0.0,0.2426470588235294,0.35106382978723405,0.0,0.7619047619047619,0.16097560975609757,0.20754716981132076
2016greenironhack-mgogte,0.018610421836228287,0.08982035928143713,0.23809523809523808,0.027896995708154508,0.031185031185031187,0.0,0.02895752895752896,0.10344827586206896,0.2631578947368421,0.8,5.875049448332857e-05,0.023608768971332208,0.3,0.016304347826086956,0.0009391435011269722,0.0,0.12605042016806722,0.00025286154987272635,0.016414141414141416,0.0,0.11029411764705882,0.1595744680851064,0.0,0.36585365853658536,0.07317073170731707,0.09433962264150944
2016greenironhack-pmittal115,0.038461538461538464,0.17857142857142858,0.49206349206349204,0.06451612903225806,0.06444906444906445,0.0,0.059845559845559844,0.21379310344827587,0.5172413793103449,0.3870967741935484,0.00012141768859887904,0.052364864864864864,0.5283018867924528,0.03369565217391304,0.0019408965689957426,0.0,0.2605042016806723,0.0005225805364036344,0.03792667509481669,0.0,0.22794117647058823,0.28865979381443296,0.0,0.7142857142857143,0.15121951219512195,0.1728395061728395
2016greenironhack-aterriqu,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-ccand93,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-Christyyy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-wluan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-meetalivaidya,0.526071842410197,0.3268101761252446,0.1189083820662768,0.28797886393659183,0.3104359313077939,0.0,0.9712643678160919,0.24714828897338403,0.09652509652509653,0.023483365949119372,0.002001433512065393,0.3225419664268585,0.0914396887159533,0.3009090909090909,0.031735102653980975,0.0,0.2138728323699422,0.008614150132330878,0.3181357649442756,0.0,0.2466281310211946,0.16570327552986513,0.0,0.08023483365949119,0.3433395872420263,0.29844961240310075
