,2016greenironhack-ankitbatheja,2016greenironhack-taycurt17,2016greenironhack-crloflin,2016greenironhack-pjt90,2016greenironhack-tanmayee123,2016greenironhack-shiboo18,2016greenironhack-prachitamane,2016greenironhack-sabrina-hsu,2016greenironhack-cgrieger12,2016greenironhack-lheston,2016greenironhack-sauravn,2016greenironhack-lostkuma,2016greenironhack-abelal16,2016greenironhack-dengc,2016greenironhack-ishwetasingh,2016greenironhack-jeffkeilmann,2016greenironhack-huayifang,2016greenironhack-patrickherrod,2016greenironhack-MegamindHenry,2016greenironhack-mgogte,2016greenironhack-pmittal115,2016greenironhack-aterriqu,2016greenironhack-ccand93,2016greenironhack-Christyyy,2016greenironhack-wluan,2016greenironhack-meetalivaidya
2016greenironhack-ankitbatheja,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-taycurt17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-crloflin,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-pjt90,0.26674641148325356,0.7408759124087592,0.210727969348659,0.5094736842105263,0.4738955823293173,0.0,0.06012134583563155,0.48507462686567165,0.1969111969111969,0.03515625,0.0009830839067989457,0.05364705882352941,0.1744186046511628,0.1763879128601546,0.014760147601476014,0.0,0.36764705882352944,0.0038587918105990396,0.18846466287571081,0.0,0.4904214559386973,0.35019455252918286,0.0,0.12213740458015267,0.624113475177305,0.5725190839694656
2016greenironhack-tanmayee123,0.09815950920245399,0.39732142857142855,0.5353535353535354,0.1791044776119403,0.18503118503118504,0.0,0.021654636313159357,0.5194805194805194,0.5208333333333334,0.10989010989010989,0.0003446682176736462,0.019858156028368795,0.4946236559139785,0.06263194933145672,0.005320480721081622,0.0,0.5877862595419847,0.0013990257387024457,0.0700164744645799,0.0,0.5734265734265734,0.9468085106382979,0.0,0.32653061224489793,0.3424657534246575,0.41714285714285715
2016greenironhack-shiboo18,0.39281705948372614,0.318,0.12415349887133183,0.25383542538354253,0.26170798898071623,0.0,0.11647254575707154,0.2608695652173913,0.10810810810810811,0.02054794520547945,0.0016998409826177552,0.09261430246189918,0.10730593607305935,0.2067620286085826,0.024477052763034655,0.0,0.2175824175824176,0.007316004180573817,0.24244712990936557,0.0,0.2802690582959641,0.19413092550790068,0.0,0.07936507936507936,0.2903225806451613,0.32589285714285715
2016greenironhack-prachitamane,0.042027194066749075,0.14977973568281938,0.5384615384615384,0.07051282051282051,0.07468879668049792,0.0,0.01002227171492205,0.23809523809523808,0.5161290322580645,0.2564102564102564,0.00014491788639221047,0.007565011820330969,0.5818181818181818,0.026038001407459536,0.0023165539694465316,0.0,0.2786885245901639,0.0005899903915850514,0.027182866556836903,0.0,0.2536231884057971,0.35051546391752575,0.0,0.625,0.17475728155339806,0.20987654320987653
2016greenironhack-sabrina-hsu,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-cgrieger12,0.2206439393939394,0.12387387387387387,0.03089887640449438,0.25971830985915495,0.2714446952595937,0.0,0.4072421936499606,0.07334826427771557,0.029842342342342343,0.005636978579481398,0.006743236205147885,0.3738831615120275,0.02763677382966723,0.7343834872351983,0.10803047333583114,0.0,0.05583472920156337,0.0286229016887512,0.6215334420880914,0.0,0.07553551296505073,0.05304740406320542,0.0,0.020258863252673044,0.10323660714285714,0.08850056369785794
2016greenironhack-lheston,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-sauravn,0.2934851359898798,0.17321571772253408,0.04243394715772618,0.36022364217252395,0.3837489943684634,0.0,0.29213483146067415,0.10278884462151394,0.04096385542168675,0.008058017727639,0.004774082878705397,0.27306616961789376,0.03784219001610306,0.7615894039735099,0.0771686068343973,0.0,0.07777777777777778,0.020353147324437257,0.8248882265275708,0.0,0.107085346215781,0.07413376309427881,0.0,0.027287319422150885,0.1406003159557662,0.1246983105390185
2016greenironhack-lostkuma,0.1045510455104551,0.3920704845814978,0.47619047619047616,0.18550106609808104,0.18144329896907216,0.0,0.023908812899638587,0.5695364238410596,0.3925233644859813,0.09473684210526316,0.0003603363661644152,0.021050141911069062,0.4639175257731959,0.06324666198172874,0.005508262393590386,0.0,0.5984848484848485,0.0015340008765719294,0.07337180544105523,0.0,0.5944055944055944,0.7064220183486238,0.0,0.3434343434343434,0.39436619718309857,0.48520710059171596
2016greenironhack-abelal16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-dengc,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-ishwetasingh,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-jeffkeilmann,0.04697156983930779,0.17256637168141592,0.4444444444444444,0.08137044967880086,0.07851239669421488,0.0,0.011417432470064048,0.23178807947019867,0.5076923076923077,0.17777777777777778,0.00016058468492109807,0.009704142011834319,0.4918032786885246,0.027406886858749122,0.0024414673844998123,0.0,0.2698412698412698,0.0006911549029854521,0.03217821782178218,0.0,0.2206896551724138,0.35,0.0,0.5471698113207547,0.16587677725118483,0.19047619047619047
2016greenironhack-huayifang,0.1510353227771011,0.5579399141630901,0.35570469798657717,0.28297872340425534,0.2836438923395445,0.0,0.03410036041031328,0.7108433734939759,0.35172413793103446,0.07092198581560284,0.0005444212488788447,0.030460448642266824,0.33098591549295775,0.0970464135021097,0.00845017526289434,0.0,0.5636363636363636,0.0022080264288964926,0.109375,0.0,0.7515923566878981,0.6408450704225352,0.0,0.22448979591836735,0.4700854700854701,0.5851063829787234
2016greenironhack-patrickherrod,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-MegamindHenry,0.1559551886792453,0.06575167571018194,0.01761127121357669,0.1261799874134676,0.1415873015873016,0.0,0.8669265033407573,0.03689567430025445,0.014066496163682864,0.0035301668806161745,0.011942893391076896,0.7360454115421002,0.014748316768194934,0.39397664413030115,0.18700248756218907,0.0,0.03125,0.05247543111440756,0.34693241980691375,0.0,0.03899009268136785,0.026551503518873962,0.0,0.011538461538461539,0.05564387917329094,0.04835094460454691
2016greenironhack-mgogte,0.01734820322180917,0.06222222222222222,0.23809523809523808,0.027896995708154508,0.029045643153526972,0.0,0.0038975501113585748,0.0958904109589041,0.2413793103448276,0.5882352941176471,5.875049448332857e-05,0.002838221381267739,0.25,0.01055594651653765,0.0008764790584110687,0.0,0.11666666666666667,0.00021913928830301908,0.010726072607260726,0.0,0.11029411764705882,0.14736842105263157,0.0,0.3023255813953488,0.07317073170731707,0.08074534161490683
2016greenironhack-pmittal115,0.038461538461538464,0.12831858407079647,0.40298507462686567,0.06223175965665236,0.05785123966942149,0.0,0.0077907623817473565,0.17333333333333334,0.41935483870967744,0.30303030303030304,0.00012141768859887904,0.006622516556291391,0.5,0.021815622800844477,0.0019408965689957426,0.0,0.22950819672131148,0.0005057145746940427,0.02392739273927393,0.0,0.22794117647058823,0.2755102040816326,0.0,0.6363636363636364,0.14563106796116504,0.15853658536585366
2016greenironhack-aterriqu,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-ccand93,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-Christyyy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-wluan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2016greenironhack-meetalivaidya,0.11427384167878663,0.045713035870516186,0.012269938650306749,0.09128450336883286,0.0978426672477664,0.0,0.7856673241288626,0.026861760209652762,0.010291219619005912,0.0021934634788330775,0.017298545732125033,0.6430308699719364,0.01030701754385965,0.29086590369250703,0.2601436375913081,0.0,0.02162988857330129,0.07667413912252019,0.2466493731085171,0.0,0.02736427320490368,0.01816987740805604,0.0,0.008997147245995173,0.0392841553906591,0.03353057199211045
