,Student,group,abs_perform_diff_best,phase,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10
332,jjrodriguezn,0,190.0,3,jjrodriguezn,2.0,2.0,3.0,1.0
333,DglyP,0,153.32999999999998,3,DglyP,1.0,3.0,4.0,3.0
334,cap182,0,244.15999999999997,3,cap182,0.0,1.0,4.0,2.0
335,annumumozme,0,293.33,3,,,,,
336,Judgarciani,0,71.66,3,Judgarciani,3.0,3.0,4.0,2.0
337,sacastroc,0,77.49999999999997,3,sacastroc,1.0,2.0,4.0,2.0
338,pcberriop,0,127.49999999999997,3,pcberriop,0.0,1.0,3.0,2.0
339,hsmartineza,0,62.49999999999997,3,hsmartineza,0.0,1.0,3.0,2.0
340,Moimolcp,0,123.32999999999998,3,Moimolcp,1.0,1.0,5.0,1.0
341,CamiloRueda,0,243.32999999999998,3,CamiloRueda,3.0,3.0,6.0,1.0
342,juanescai,0,231.65999999999997,3,juanescai,1.0,2.0,5.0,2.0
343,JoseMolano,0,4.159999999999968,3,JoseMolano,1.0,5.0,4.0,4.0
344,maikellPardoA,0,210.0,3,maikellPardoA,3.0,3.0,3.0,2.0
345,NicolasZon,0,205.82999999999998,3,NicolasZon,3.0,3.0,3.0,1.0
346,camilo654,0,131.66,3,camilo654,0.0,1.0,4.0,2.0
347,CristianLozano,0,206.65999999999997,3,,,,,
348,jdsuarezj,0,0.0,3,jdsuarezj,1.0,3.0,3.0,2.0
349,pipemax85,0,190.0,3,pipemax85,1.0,3.0,5.0,2.0
350,juandavidro,0,117.49999999999997,3,juandavidro,1.0,2.0,2.0,2.0
351,UNhcrodriguezl,0,102.49999999999997,3,UNhcrodriguezl,3.0,3.0,5.0,3.0
352,camilo13152,0,74.99999999999997,3,camilo13152,3.0,5.0,5.0,2.0
353,leavendanoro,0,180.82999999999998,3,leavendanoro,0.0,1.0,4.0,1.0
354,cdcordobaa,0,102.49999999999997,3,cdcordobaa,2.0,4.0,5.0,2.0
355,capinillab,0,66.66,3,capinillab,0.0,0.0,0.0,0.0
356,janoguerab,0,194.15999999999997,3,janoguerab,3.0,3.0,4.0,2.0
357,lfvalderrama,0,42.91,3,lfvalderrama,0.0,3.0,5.0,2.0
358,bsgarciac,0,20.829999999999984,3,bsgarciac,0.0,3.0,4.0,2.0
359,gabi04,0,219.15999999999997,3,gabi04,0.0,0.0,5.0,2.0
360,annipi,0,293.33,3,annipi,1.0,0.0,4.0,2.0
361,jdsolanos,0,293.33,3,jdsolanos,1.0,1.0,5.0,2.0
362,jcneivaa,0,293.33,3,jcneivaa,0.0,0.0,4.0,2.0
363,fmbernalb,0,293.33,3,fmbernalb,1.0,2.0,2.0,1.0
364,MogGy94,0,293.33,3,MogGy94,3.0,3.0,4.0,0.0
365,yocuervoc,0,293.33,3,yocuervoc,0.0,1.0,5.0,2.0
366,odprietoh,0,293.33,3,odprietoh,4.0,4.0,5.0,2.0
367,gasierram,1,213.32999999999998,3,gasierram,3.0,4.0,5.0,4.0
368,adamantwharf,1,250.82999999999998,3,,,,,
369,bdcajicam,1,188.32999999999998,3,bdcajicam,0.0,2.0,5.0,2.0
370,andfsanchezlem,1,300.83,3,andfsanchezlem,0.0,1.0,3.0,1.0
371,dfhincapiem,1,238.32999999999998,3,dfhincapiem,4.0,1.0,5.0,1.0
372,helmeraac,1,291.65999999999997,3,helmeraac,5.0,4.0,6.0,4.0
373,dasalgadob,1,295.83,3,dasalgadob,1.0,2.0,4.0,3.0
374,falperezgo,1,7.5,3,falperezgo,4.0,4.0,5.0,3.0
375,djguzmanc,1,40.829999999999984,3,djguzmanc,0.0,5.0,6.0,3.0
376,gsuarezc04,1,295.83,3,gsuarezc04,1.0,1.0,3.0,2.0
377,oeroaq,1,25.0,3,oeroaq,4.0,4.0,5.0,3.0
378,gcantem,1,119.16,3,gcantem,0.0,2.0,5.0,2.0
379,Semoralesga,1,167.49999999999997,3,Semoralesga,4.0,3.0,4.0,2.0
380,jonatan360,1,12.909999999999968,3,jonatan360,4.0,4.0,6.0,4.0
381,jesusfchavarro,1,0.0,3,jesusfchavarro,4.0,3.0,6.0,3.0
382,jesusfchavarro,1,0.0,3,jesusfchavarro,5.0,3.0,6.0,3.0
383,stevenbustos,1,242.5,3,stevenbustos,0.0,1.0,0.0,1.0
384,jufcontrerasco,1,217.49999999999997,3,jufcontrerasco,0.0,0.0,5.0,2.0
385,dsbarrerag,1,20.829999999999984,3,dsbarrerag,0.0,4.0,5.0,2.0
386,wolfstain,1,150.82999999999998,3,wolfstain,3.0,3.0,6.0,0.0
387,miaborjaac,1,45.0,3,miaborjaac,0.0,0.0,4.0,1.0
388,ivdgonzalezco,1,221.65999999999997,3,ivdgonzalezco,1.0,4.0,4.0,2.0
389,maikellPardo,1,287.5,3,maikellPardo,4.0,4.0,4.0,2.0
390,Christian7sr,1,221.65999999999997,3,Christian7sr,3.0,3.0,3.0,2.0
391,jsnarvaezb,1,117.49999999999997,3,jsnarvaezb,0.0,1.0,3.0,2.0
392,gfalbarracinr,1,270.83,3,gfalbarracinr,1.0,1.0,5.0,2.0
393,aldiazve,1,116.24999999999997,3,aldiazve,0.0,3.0,6.0,3.0
394,diegoaguevarar,1,20.829999999999984,3,diegoaguevarar,0.0,1.0,5.0,2.0
395,fevargasmo,1,32.5,3,fevargasmo,2.0,3.0,4.0,4.0
396,jmhurtadoc,1,225.0,3,jmhurtadoc,6.0,6.0,6.0,2.0
397,anfmorenoso,1,230.0,3,anfmorenoso,0.0,2.0,5.0,2.0
398,nabautistal,1,259.15999999999997,3,nabautistal,0.0,0.0,3.0,1.0
399,crigar,1,263.33,3,crigar,1.0,0.0,2.0,4.0
400,jiapulidoar,1,64.15999999999997,3,jiapulidoar,4.0,4.0,5.0,2.0
401,jsviveroj,1,52.5,3,jsviveroj,1.0,3.0,4.0,2.0
402,daandradec,1,104.99999999999997,3,daandradec,2.0,2.0,6.0,2.0
403,jcrubioa,1,140.41,3,jcrubioa,0.0,0.0,5.0,2.0
404,joahernandezca,1,237.5,3,joahernandezca,1.0,1.0,0.0,0.0
405,ItsNavi,1,345.83,3,ItsNavi,1.0,2.0,5.0,2.0
406,Zeugmax,1,345.83,3,Zeugmax,1.0,3.0,5.0,2.0
407,kastellanos,1,345.83,3,kastellanos,5.0,5.0,5.0,3.0
408,JairVillalba,1,283.33,3,JairVillalba,1.0,1.0,3.0,2.0
409,jusherrerama,2,238.32999999999998,3,,,,,
410,bdvegat,2,263.33,3,bdvegat,1.0,2.0,4.0,1.0
411,Phoenixest,2,263.33,3,Phoenixest,0.0,1.0,3.0,1.0
412,HashNick,2,255.0,3,HashNick,1.0,3.0,5.0,3.0
413,ccvacad,2,358.33,3,ccvacad,1.0,0.0,4.0,2.0
414,joaortizro,2,53.329999999999984,3,joaortizro,0.0,2.0,2.0,1.0
415,juasmartinezbel,2,65.0,3,juasmartinezbel,0.0,5.0,5.0,2.0
416,mdbelloc,2,224.99999999999997,3,mdbelloc,1.0,3.0,2.0,2.0
417,diegocruz10,2,246.65999999999997,3,diegocruz10,3.0,3.0,3.0,1.0
418,crarojasca,2,313.33,3,crarojasca,1.0,3.0,5.0,2.0
419,sagilm,2,212.49999999999997,3,sagilm,0.0,0.0,3.0,1.0
420,idrojasf,2,202.49999999999997,3,idrojasf,1.0,1.0,4.0,4.0
421,raulramirezp,2,134.99999999999997,3,raulramirezp,1.0,2.0,5.0,2.0
422,fabianr23,2,0.0,3,fabianr23,5.0,4.0,5.0,2.0
423,jhriverasa,2,45.829999999999984,3,jhriverasa,1.0,3.0,2.0,2.0
424,jhonsd1996,2,204.99999999999997,3,jhonsd1996,3.0,4.0,4.0,2.0
425,JuanitoAli,2,103.32999999999998,3,JuanitoAli,1.0,1.0,5.0,2.0
426,Davsatu313,2,37.5,3,Davsatu313,0.0,3.0,5.0,2.0
427,cesarochoa2006,2,81.65999999999997,3,cesarochoa2006,0.0,1.0,6.0,0.0
428,jjmuesesq,2,279.15999999999997,3,jjmuesesq,0.0,3.0,2.0,2.0
429,jucjimenezmo,2,258.0,3,jucjimenezmo,0.0,0.0,3.0,2.0
430,kancas,2,127.49999999999997,3,kancas,0.0,0.0,5.0,2.0
431,Gantiva,2,129.16,3,Gantiva,2.0,4.0,3.0,2.0
432,Dandarprox,2,222.49999999999997,3,Dandarprox,0.0,1.0,4.0,2.0
433,debeltranc,2,258.33,3,debeltranc,1.0,4.0,4.0,1.0
434,ykchautai,2,163.32999999999998,3,ykchautai,4.0,4.0,4.0,1.0
435,ligibrial,2,237.5,3,ligibrial,1.0,5.0,3.0,2.0
436,davidrh195,2,250.82999999999998,3,davidrh195,3.0,3.0,5.0,1.0
437,JulianaNino,2,234.15999999999997,3,JulianaNino,1.0,1.0,3.0,1.0
438,luegilca,2,237.5,3,luegilca,0.0,1.0,6.0,2.0
439,Yelis3,2,90.0,3,Yelis3,1.0,4.0,6.0,3.0
440,begarzonf,2,184.16,3,begarzonf,2.0,3.0,4.0,2.0
441,kmendezp96,2,122.49999999999997,3,kmendezp96,1.0,5.0,6.0,1.0
442,leguzman,2,208.32999999999998,3,leguzman,0.0,2.0,5.0,2.0
443,luealfonsoru,2,212.49999999999997,3,luealfonsoru,3.0,4.0,4.0,2.0
444,oserasoa,2,234.15999999999997,3,oserasoa,4.0,3.0,3.0,1.0
445,lsfinite,2,258.33,3,lsfinite,1.0,1.0,6.0,3.0
446,xdanielsb,2,283.33,3,xdanielsb,3.0,3.0,3.0,2.0
447,CSebasGomez,2,358.33,3,CSebasGomez,3.0,3.0,5.0,2.0
448,jhcardenasa,2,358.33,3,jhcardenasa,4.0,4.0,5.0,3.0
449,tres-iqus,2,358.33,3,tres-iqus,1.0,1.0,4.0,0.0
450,jscontrerasp,2,358.33,3,jscontrerasp,1.0,1.0,4.0,0.0
451,lemartinp,3,193.33,3,lemartinp,0.0,0.0,4.0,1.0
452,juligarji,3,126.66999999999999,3,juligarji,4.0,4.0,5.0,3.0
453,nfmorenog,3,196.67,3,nfmorenog,0.0,2.0,3.0,1.0
454,AFelipeGA,3,177.5,3,AFelipeGA,4.0,3.0,5.0,2.0
455,mballeng91,3,230.0,3,mballeng91,2.0,6.0,6.0,2.0
456,dduartec,3,25.0,3,dduartec,1.0,5.0,4.0,1.0
457,srmedinac,3,214.17000000000002,3,srmedinac,1.0,2.0,4.0,1.0
458,wilson911013,3,239.17000000000002,3,wilson911013,0.0,1.0,2.0,1.0
459,wapiravaguens,3,137.5,3,wapiravaguens,0.0,1.0,4.0,2.0
460,davidh17,3,109.16999999999999,3,davidh17,3.0,3.0,5.0,3.0
461,DianaNavarrete,3,182.5,3,DianaNavarrete,0.0,1.0,5.0,2.0
462,jdmonroyg,3,330.0,3,jdmonroyg,0.0,1.0,4.0,1.0
463,jorge52an,3,167.5,3,jorge52an,4.0,4.0,5.0,2.0
464,jscastelblancoh,3,99.16999999999999,3,jscastelblancoh,0.0,0.0,3.0,2.0
465,juclopezso,3,218.32999999999998,3,juclopezso,1.0,3.0,3.0,2.0
466,afforeroc,3,226.67000000000002,3,afforeroc,1.0,4.0,3.0,2.0
467,dagofonseca,3,102.5,3,dagofonseca,0.0,0.0,2.0,2.0
468,lacardenasv,3,65.82999999999998,3,lacardenasv,1.0,2.0,5.0,4.0
469,oacastillol,3,209.17000000000002,3,oacastillol,2.0,1.0,5.0,1.0
470,ncampuzano,3,213.32999999999998,3,ncampuzano,1.0,3.0,4.0,2.0
471,adriel62,3,139.17,3,adriel62,1.0,3.0,5.0,2.0
472,capinzor,3,122.5,3,capinzor,0.0,0.0,2.0,2.0
473,ofnanezn,3,181.67,3,ofnanezn,0.0,1.0,6.0,2.0
474,macuestap,3,185.0,3,macuestap,0.0,1.0,4.0,1.0
475,spenas,3,214.17000000000002,3,spenas,5.0,4.0,6.0,1.0
476,kgbayala528,3,78.33000000000001,3,kgbayala528,1.0,5.0,6.0,2.0
477,lgmoralesa,3,20.0,3,lgmoralesa,2.0,2.0,4.0,3.0
478,ronaldsg20,3,172.5,3,ronaldsg20,0.0,3.0,5.0,2.0
479,cccristanchoc,3,226.67000000000002,3,cccristanchoc,1.0,1.0,4.0,1.0
480,jmalvarezd,3,55.0,3,jmalvarezd,3.0,3.0,5.0,2.0
481,smarquezo,3,218.32999999999998,3,smarquezo,0.0,0.0,2.0,0.0
482,sarizag,3,201.67,3,sarizag,4.0,3.0,6.0,2.0
483,Chranium,3,235.0,3,Chranium,4.0,5.0,6.0,2.0
484,DavidQP,3,205.82999999999998,3,DavidQP,2.0,3.0,4.0,3.0
485,afceballosr,3,226.67000000000002,3,afceballosr,1.0,3.0,5.0,2.0
486,lizzyt10h,3,184.17,3,lizzyt10h,2.0,1.0,5.0,2.0
487,NicolasPrr,3,221.67000000000002,3,NicolasPrr,3.0,4.0,3.0,2.0
488,jumcorredorro,3,0.0,3,jumcorredorro,1.0,1.0,5.0,2.0
489,feartheGru,3,330.0,3,feartheGru,2.0,2.0,5.0,2.0
490,Danielsv9207,3,330.0,3,Danielsv9207,1.0,1.0,1.0,3.0
491,JhonEmmanuelTorres,3,330.0,3,JhonEmmanuelTorres,5.0,4.0,5.0,2.0
492,fffeelipe,0,120.41,4,fffeelipe,1.0,0.0,5.0,3.0
493,mnguzmanc,0,68.32999999999998,4,mnguzmanc,2.0,1.0,3.0,2.0
494,jmcuestasb,0,92.49999999999997,4,jmcuestasb,1.0,3.0,4.0,2.0
495,katherinsb,0,184.99999999999997,4,katherinsb,1.0,2.0,4.0,2.0
496,jjrodriguezn,0,181.66,4,jjrodriguezn,2.0,2.0,3.0,1.0
497,DglyP,0,150.82999999999998,4,DglyP,1.0,3.0,4.0,3.0
498,cap182,0,264.15999999999997,4,cap182,0.0,1.0,4.0,2.0
499,annumumozme,0,313.33,4,,,,,
500,Judgarciani,0,70.82999999999998,4,Judgarciani,3.0,3.0,4.0,2.0
501,sacastroc,0,93.32999999999998,4,sacastroc,1.0,2.0,4.0,2.0
502,pcberriop,0,147.49999999999997,4,pcberriop,0.0,1.0,3.0,2.0
503,hsmartineza,0,137.07999999999998,4,hsmartineza,0.0,1.0,3.0,2.0
504,Moimolcp,0,192.5,4,Moimolcp,1.0,1.0,5.0,1.0
505,CamiloRueda,0,243.32999999999998,4,CamiloRueda,3.0,3.0,6.0,1.0
506,juanescai,0,263.33,4,juanescai,1.0,2.0,5.0,2.0
507,JoseMolano,0,96.66,4,JoseMolano,1.0,5.0,4.0,4.0
508,maikellPardoA,0,288.33,4,maikellPardoA,3.0,3.0,3.0,2.0
509,NicolasZon,0,225.82999999999998,4,NicolasZon,3.0,3.0,3.0,1.0
510,camilo654,0,69.99999999999997,4,camilo654,0.0,1.0,4.0,2.0
511,CristianLozano,0,165.82999999999998,4,,,,,
512,jdsuarezj,0,36.65999999999997,4,jdsuarezj,1.0,3.0,3.0,2.0
513,pipemax85,0,210.0,4,pipemax85,1.0,3.0,5.0,2.0
514,juandavidro,0,201.65999999999997,4,juandavidro,1.0,2.0,2.0,2.0
515,UNhcrodriguezl,0,97.49999999999997,4,UNhcrodriguezl,3.0,3.0,5.0,3.0
516,camilo13152,0,69.99999999999997,4,camilo13152,3.0,5.0,5.0,2.0
517,leavendanoro,0,188.32999999999998,4,leavendanoro,0.0,1.0,4.0,1.0
518,cdcordobaa,0,122.49999999999997,4,cdcordobaa,2.0,4.0,5.0,2.0
519,capinillab,0,61.66,4,capinillab,0.0,0.0,0.0,0.0
520,janoguerab,0,214.15999999999997,4,janoguerab,3.0,3.0,4.0,2.0
521,lfvalderrama,0,105.82999999999998,4,lfvalderrama,0.0,3.0,5.0,2.0
522,bsgarciac,0,0.0,4,bsgarciac,0.0,3.0,4.0,2.0
523,gabi04,0,239.15999999999997,4,gabi04,0.0,0.0,5.0,2.0
524,annipi,0,313.33,4,annipi,1.0,0.0,4.0,2.0
525,jdsolanos,0,313.33,4,jdsolanos,1.0,1.0,5.0,2.0
526,jcneivaa,0,313.33,4,jcneivaa,0.0,0.0,4.0,2.0
527,fmbernalb,0,313.33,4,fmbernalb,1.0,2.0,2.0,1.0
528,MogGy94,0,313.33,4,MogGy94,3.0,3.0,4.0,0.0
529,yocuervoc,0,313.33,4,yocuervoc,0.0,1.0,5.0,2.0
530,odprietoh,0,313.33,4,odprietoh,4.0,4.0,5.0,2.0
531,gasierram,1,189.17,4,gasierram,3.0,4.0,5.0,4.0
532,adamantwharf,1,255.0,4,,,,,
533,bdcajicam,1,175.83,4,bdcajicam,0.0,2.0,5.0,2.0
534,andfsanchezlem,1,305.0,4,andfsanchezlem,0.0,1.0,3.0,1.0
535,dfhincapiem,1,242.5,4,dfhincapiem,4.0,1.0,5.0,1.0
536,helmeraac,1,263.33,4,helmeraac,5.0,4.0,6.0,4.0
537,dasalgadob,1,125.0,4,dasalgadob,1.0,2.0,4.0,3.0
538,falperezgo,1,72.5,4,falperezgo,4.0,4.0,5.0,3.0
539,djguzmanc,1,57.70999999999998,4,djguzmanc,0.0,5.0,6.0,3.0
540,gsuarezc04,1,300.0,4,gsuarezc04,1.0,1.0,3.0,2.0
541,oeroaq,1,0.0,4,oeroaq,4.0,4.0,5.0,3.0
542,gcantem,1,85.82999999999998,4,gcantem,0.0,2.0,5.0,2.0
543,Semoralesga,1,171.67,4,Semoralesga,4.0,3.0,4.0,2.0
544,jonatan360,1,6.670000000000016,4,jonatan360,4.0,4.0,6.0,4.0
545,jesusfchavarro,1,16.670000000000016,4,jesusfchavarro,4.0,3.0,6.0,3.0
546,jesusfchavarro,1,16.670000000000016,4,jesusfchavarro,5.0,3.0,6.0,3.0
547,stevenbustos,1,234.17000000000002,4,stevenbustos,0.0,1.0,0.0,1.0
548,jufcontrerasco,1,188.33,4,jufcontrerasco,0.0,0.0,5.0,2.0
549,dsbarrerag,1,65.0,4,dsbarrerag,0.0,4.0,5.0,2.0
550,wolfstain,1,146.67,4,wolfstain,3.0,3.0,6.0,0.0
551,miaborjaac,1,48.329999999999984,4,miaborjaac,0.0,0.0,4.0,1.0
552,ivdgonzalezco,1,185.0,4,ivdgonzalezco,1.0,4.0,4.0,2.0
553,maikellPardo,1,275.0,4,maikellPardo,4.0,4.0,4.0,2.0
554,Christian7sr,1,225.82999999999998,4,Christian7sr,3.0,3.0,3.0,2.0
555,jsnarvaezb,1,105.83000000000001,4,jsnarvaezb,0.0,1.0,3.0,2.0
556,gfalbarracinr,1,300.0,4,gfalbarracinr,1.0,1.0,5.0,2.0
557,aldiazve,1,90.0,4,aldiazve,0.0,3.0,6.0,3.0
558,diegoaguevarar,1,37.5,4,diegoaguevarar,0.0,1.0,5.0,2.0
559,fevargasmo,1,101.66999999999999,4,fevargasmo,2.0,3.0,4.0,4.0
560,jmhurtadoc,1,233.32999999999998,4,jmhurtadoc,6.0,6.0,6.0,2.0
561,anfmorenoso,1,171.67,4,anfmorenoso,0.0,2.0,5.0,2.0
562,nabautistal,1,259.17,4,nabautistal,0.0,0.0,3.0,1.0
563,crigar,1,242.5,4,crigar,1.0,0.0,2.0,4.0
564,jiapulidoar,1,72.5,4,jiapulidoar,4.0,4.0,5.0,2.0
565,jsviveroj,1,69.17000000000002,4,jsviveroj,1.0,3.0,4.0,2.0
566,daandradec,1,31.25,4,daandradec,2.0,2.0,6.0,2.0
567,jcrubioa,1,134.17,4,jcrubioa,0.0,0.0,5.0,2.0
568,joahernandezca,1,217.5,4,joahernandezca,1.0,1.0,0.0,0.0
569,ItsNavi,1,350.0,4,ItsNavi,1.0,2.0,5.0,2.0
570,Zeugmax,1,350.0,4,Zeugmax,1.0,3.0,5.0,2.0
571,kastellanos,1,350.0,4,kastellanos,5.0,5.0,5.0,3.0
572,JairVillalba,1,287.5,4,JairVillalba,1.0,1.0,3.0,2.0
573,jusherrerama,2,250.82999999999998,4,,,,,
574,bdvegat,2,263.33,4,bdvegat,1.0,2.0,4.0,1.0
575,Phoenixest,2,263.33,4,Phoenixest,0.0,1.0,3.0,1.0
576,HashNick,2,226.66,4,HashNick,1.0,3.0,5.0,3.0
577,ccvacad,2,358.33,4,ccvacad,1.0,0.0,4.0,2.0
578,joaortizro,2,78.32999999999998,4,joaortizro,0.0,2.0,2.0,1.0
579,juasmartinezbel,2,37.5,4,juasmartinezbel,0.0,5.0,5.0,2.0
580,mdbelloc,2,229.16,4,mdbelloc,1.0,3.0,2.0,2.0
581,diegocruz10,2,251.65999999999997,4,diegocruz10,3.0,3.0,3.0,1.0
582,crarojasca,2,313.33,4,crarojasca,1.0,3.0,5.0,2.0
583,sagilm,2,208.32999999999998,4,sagilm,0.0,0.0,3.0,1.0
584,idrojasf,2,204.99999999999997,4,idrojasf,1.0,1.0,4.0,4.0
585,raulramirezp,2,209.99999999999997,4,raulramirezp,1.0,2.0,5.0,2.0
586,fabianr23,2,0.0,4,fabianr23,5.0,4.0,5.0,2.0
587,jhriverasa,2,25.0,4,jhriverasa,1.0,3.0,2.0,2.0
588,jhonsd1996,2,200.82999999999998,4,jhonsd1996,3.0,4.0,4.0,2.0
589,JuanitoAli,2,33.329999999999984,4,JuanitoAli,1.0,1.0,5.0,2.0
590,Davsatu313,2,57.5,4,Davsatu313,0.0,3.0,5.0,2.0
591,cesarochoa2006,2,74.37,4,cesarochoa2006,0.0,1.0,6.0,0.0
592,jjmuesesq,2,250.82999999999998,4,jjmuesesq,0.0,3.0,2.0,2.0
593,jucjimenezmo,2,154.99999999999997,4,jucjimenezmo,0.0,0.0,3.0,2.0
594,kancas,2,151.66,4,kancas,0.0,0.0,5.0,2.0
595,Gantiva,2,120.82999999999998,4,Gantiva,2.0,4.0,3.0,2.0
596,Dandarprox,2,144.99999999999997,4,Dandarprox,0.0,1.0,4.0,2.0
597,debeltranc,2,258.33,4,debeltranc,1.0,4.0,4.0,1.0
598,ykchautai,2,159.16,4,ykchautai,4.0,4.0,4.0,1.0
599,ligibrial,2,250.0,4,ligibrial,1.0,5.0,3.0,2.0
600,davidrh195,2,250.82999999999998,4,davidrh195,3.0,3.0,5.0,1.0
601,JulianaNino,2,234.15999999999997,4,JulianaNino,1.0,1.0,3.0,1.0
602,luegilca,2,241.65999999999997,4,luegilca,0.0,1.0,6.0,2.0
603,Yelis3,2,124.16,4,Yelis3,1.0,4.0,6.0,3.0
604,begarzonf,2,143.32999999999998,4,begarzonf,2.0,3.0,4.0,2.0
605,kmendezp96,2,151.66,4,kmendezp96,1.0,5.0,6.0,1.0
606,leguzman,2,68.32999999999998,4,leguzman,0.0,2.0,5.0,2.0
607,luealfonsoru,2,220.82999999999998,4,luealfonsoru,3.0,4.0,4.0,2.0
608,oserasoa,2,242.5,4,oserasoa,4.0,3.0,3.0,1.0
609,lsfinite,2,358.33,4,lsfinite,1.0,1.0,6.0,3.0
610,xdanielsb,2,283.33,4,xdanielsb,3.0,3.0,3.0,2.0
611,CSebasGomez,2,358.33,4,CSebasGomez,3.0,3.0,5.0,2.0
612,jhcardenasa,2,358.33,4,jhcardenasa,4.0,4.0,5.0,3.0
613,tres-iqus,2,358.33,4,tres-iqus,1.0,1.0,4.0,0.0
614,jscontrerasp,2,358.33,4,jscontrerasp,1.0,1.0,4.0,0.0
615,lemartinp,3,57.5,4,lemartinp,0.0,0.0,4.0,1.0
616,juligarji,3,0.0,4,juligarji,4.0,4.0,5.0,3.0
617,nfmorenog,3,237.5,4,nfmorenog,0.0,2.0,3.0,1.0
618,AFelipeGA,3,205.82999999999998,4,AFelipeGA,4.0,3.0,5.0,2.0
619,mballeng91,3,245.82999999999998,4,mballeng91,2.0,6.0,6.0,2.0
620,dduartec,3,270.83,4,dduartec,1.0,5.0,4.0,1.0
621,srmedinac,3,242.5,4,srmedinac,1.0,2.0,4.0,1.0
622,wilson911013,3,275.83,4,wilson911013,0.0,1.0,2.0,1.0
623,wapiravaguens,3,140.82999999999998,4,wapiravaguens,0.0,1.0,4.0,2.0
624,davidh17,3,283.33,4,davidh17,3.0,3.0,5.0,3.0
625,DianaNavarrete,3,242.5,4,DianaNavarrete,0.0,1.0,5.0,2.0
626,jdmonroyg,3,358.33,4,jdmonroyg,0.0,1.0,4.0,1.0
627,jorge52an,3,114.99999999999997,4,jorge52an,4.0,4.0,5.0,2.0
628,jscastelblancoh,3,41.65999999999997,4,jscastelblancoh,0.0,0.0,3.0,2.0
629,juclopezso,3,206.66,4,juclopezso,1.0,3.0,3.0,2.0
630,afforeroc,3,259.15999999999997,4,afforeroc,1.0,4.0,3.0,2.0
631,dagofonseca,3,93.32999999999998,4,dagofonseca,0.0,0.0,2.0,2.0
632,lacardenasv,3,98.32999999999998,4,lacardenasv,1.0,2.0,5.0,4.0
633,oacastillol,3,237.5,4,oacastillol,2.0,1.0,5.0,1.0
634,ncampuzano,3,213.32999999999998,4,ncampuzano,1.0,3.0,4.0,2.0
635,adriel62,3,147.49999999999997,4,adriel62,1.0,3.0,5.0,2.0
636,capinzor,3,163.32999999999998,4,capinzor,0.0,0.0,2.0,2.0
637,ofnanezn,3,229.99999999999997,4,ofnanezn,0.0,1.0,6.0,2.0
638,macuestap,3,209.16,4,macuestap,0.0,1.0,4.0,1.0
639,spenas,3,242.5,4,spenas,5.0,4.0,6.0,1.0
640,kgbayala528,3,114.99999999999997,4,kgbayala528,1.0,5.0,6.0,2.0
641,lgmoralesa,3,20.829999999999984,4,lgmoralesa,2.0,2.0,4.0,3.0
642,ronaldsg20,3,192.49999999999997,4,ronaldsg20,0.0,3.0,5.0,2.0
643,cccristanchoc,3,242.5,4,cccristanchoc,1.0,1.0,4.0,1.0
644,jmalvarezd,3,139.99999999999997,4,jmalvarezd,3.0,3.0,5.0,2.0
645,smarquezo,3,246.65999999999997,4,smarquezo,0.0,0.0,2.0,0.0
646,sarizag,3,167.49999999999997,4,sarizag,4.0,3.0,6.0,2.0
647,Chranium,3,263.33,4,Chranium,4.0,5.0,6.0,2.0
648,DavidQP,3,86.65999999999997,4,DavidQP,2.0,3.0,4.0,3.0
649,afceballosr,3,93.32999999999998,4,afceballosr,1.0,3.0,5.0,2.0
650,lizzyt10h,3,212.49999999999997,4,lizzyt10h,2.0,1.0,5.0,2.0
651,NicolasPrr,3,237.5,4,NicolasPrr,3.0,4.0,3.0,2.0
652,jumcorredorro,3,53.329999999999984,4,jumcorredorro,1.0,1.0,5.0,2.0
653,feartheGru,3,358.33,4,feartheGru,2.0,2.0,5.0,2.0
654,Danielsv9207,3,358.33,4,Danielsv9207,1.0,1.0,1.0,3.0
655,JhonEmmanuelTorres,3,358.33,4,JhonEmmanuelTorres,5.0,4.0,5.0,2.0
656,fffeelipe,0,153.75000000000003,5,fffeelipe,1.0,0.0,5.0,3.0
657,mnguzmanc,0,62.920000000000016,5,mnguzmanc,2.0,1.0,3.0,2.0
658,jmcuestasb,0,98.75000000000003,5,jmcuestasb,1.0,3.0,4.0,2.0
659,katherinsb,0,216.25000000000003,5,katherinsb,1.0,2.0,4.0,2.0
660,jjrodriguezn,0,97.09,5,jjrodriguezn,2.0,2.0,3.0,1.0
661,DglyP,0,157.92000000000002,5,DglyP,1.0,3.0,4.0,3.0
662,cap182,0,303.75,5,cap182,0.0,1.0,4.0,2.0
663,annumumozme,0,115.42000000000002,5,,,,,
664,Judgarciani,0,27.920000000000016,5,Judgarciani,3.0,3.0,4.0,2.0
665,sacastroc,0,126.67000000000002,5,sacastroc,1.0,2.0,4.0,2.0
666,pcberriop,0,157.92000000000002,5,pcberriop,0.0,1.0,3.0,2.0
667,hsmartineza,0,172.09,5,hsmartineza,0.0,1.0,3.0,2.0
668,Moimolcp,0,48.75,5,Moimolcp,1.0,1.0,5.0,1.0
669,CamiloRueda,0,298.75,5,CamiloRueda,3.0,3.0,6.0,1.0
670,juanescai,0,302.92,5,juanescai,1.0,2.0,5.0,2.0
